Charging end,Charging start,CountryCode,EVSEID,Meter value end,Meter value start,Metering signature,Partner product ID,Proveider ID,Session ID,Session end,Session start,UID
2019-06-26T06:27:26,2019-06-25T15:39:16,QA,AS*VKC*Y314*46,633.073,219.316,,LY*TOW,ZT-NCO,2e0e2d7b-c547-4952-949a-c2f5a8d424a1,2019-06-26T10:40:33,2019-06-25T01:10:02,a8da3f8d2dc83ec4b867f35dbe8848af
2018-09-28T02:14:07,2018-09-28T00:50:41,AW,PI*VXX*V428*59,1688.512,1635.838,13401125,LY*TOW,JJ-NBY,ce336fef-5ece-4ad4-ab0d-05717a48f37d,2018-09-28T02:14:07,2018-09-28T00:50:41,1b4f61773a6bc6b0694c68d3a4c636ac
2019-10-13T23:11:24,2019-10-13T10:28:37,MF,WT*JGW*J566*96,"2176,52","1739,344",,IO*XMT,ZS-YGX,e3c1583e-0a36-49c0-97ff-d88bf1639f03,2019-10-14T07:51:09,2019-10-13T10:28:37,81976a60812da3b36c1ca8440241c424
2020-08-18T15:27:05,2020-08-18T11:11:24,AW,AI*ZTD*G778*12,4957.69,4498.687,,IO*XMT,SE-IHX,64d04f3c-2900-4808-8e1d-0101a24ddf46,2020-08-19T07:10:54,2020-08-17T23:24:34,a46f234315d890cd169c8099494d34af
2020-08-16T14:17:06,2020-08-16T05:11:36,VE,PO*TKC*B135*16,"1908,613","1694,928",,IO*XMT,FG-HEI,27343ca9-dcfc-4a41-8f75-6f22a8f4ab87,2020-08-17T10:51:10,2020-08-16T02:31:38,15d947323bcededfcf78aea3a1f0cb26
2019-01-12T18:36:37,2019-01-12T12:09:57,BD,KU*ERX*J204*97,"2549,852","2528,852",,IO*XMT,BX-UXC,58b50ec8-f09b-4475-803b-d93881bb7015,2019-01-13T16:25:01,2019-01-12T01:58:06,10c4448dd0d3141ab1ef9d65e175e777
2018-12-25T09:19:15,2018-12-25T01:30:36,TG,EU*KPU*O143*96,"751,795","307,73",,IO*XMT,MM-UIL,7f1bfdd3-b3ec-4fac-bf2c-6b0ffa94d881,2018-12-25T12:30:57,2018-12-25T01:30:36,9f217d67b23dedab33781c86ee030e80
2020-06-25T04:01:12,2020-06-24T16:56:55,SY,AT*UEI*C805*08,720.781,385.56,,IO*XMT,VH-MDT,a5fd3f77-afd9-41a7-abcd-400aa70d85bd,2020-06-25T15:14:38,2020-06-24T16:56:55,54273a123c0d9fec09abf89df17ed3b6
2018-02-05T21:42:03,2018-02-05T14:31:11,HM,DK*KSM*C219*34,3960.481,3774.803,,IO*XMT,ND-EHM,da777c94-e15e-406c-b786-d4c22b9ef340,2018-02-05T21:42:03,2018-02-05T14:31:11,c6273cf40b64aa8c7aaa6424edf7a4f7
2019-01-01T08:28:16,2019-01-01T01:25:11,AO,BY*BLY*Q225*92,"407,971","299,847",61702610,IO*XMT,XH-WLA,527732bd-71d8-41bf-b10a-7f86b07ff4d8,2019-01-02T08:25:52,2019-01-01T01:25:11,44748f4f0f4b88fc6f92581f303e3c2b
2018-06-26T02:33:10,2018-06-25T23:41:50,UG,CE*XFQ*E167*23,3629.152,3306.2,,IO*XMT,EC-JEO,b0ed9fc6-ad73-450c-b174-c835d869183d,2018-06-26T02:33:10,2018-06-25T15:08:22,8350471167a85ad919d80888e673d878
2018-05-03T22:39:48,2018-05-03T01:41:50,MM,XT*ELY*Q374*03,4293.649,4038.407,,IO*XMT,DK-QAP,8f34a717-6414-4b87-a98e-5430e9f25f16,2018-05-04T05:30:10,2018-05-02T22:19:28,a144a4cecbfb4a943b049e6ba6b76460
2020-04-26T13:10:16,2020-04-26T12:30:13,BT,OA*QPN*I658*35,884.612,390.777,00875950,IO*XMT,ZP-UIW,920c7a63-e576-47a8-bbd9-e84ccb6b3ab6,2020-04-26T23:00:27,2020-04-26T12:30:13,4a076a7e62f322b898767bf0bf1c72bc
2018-08-19T02:03:35,2018-08-18T13:30:40,MT,HE*ZVG*D377*57,"1952,721","1898,881",48067147,IO*XMT,KO-DUK,fe274b9a-3198-401c-b2b9-bb49bc05a0de,2018-08-19T02:03:35,2018-08-18T13:30:40,56067686e128b40be5f53fd80df7ee77
2018-09-18T19:26:20,2018-09-18T03:57:59,IS,DP*QNR*L685*13,"4743,194","4486,303",,IO*XMT,HQ-JFG,e2f16293-1bc7-4772-a545-628baa8c5e17,2018-09-18T19:26:20,2018-09-17T10:08:33,50836de997ecfd56895a11646b69c74c
2019-06-02T00:04:38,2019-06-01T11:53:33,TN,RL*AVU*Z245*22,4196.135,3760.954,,IO*XMT,FD-XCK,c5e1a596-afde-4507-a244-651e0ef26e7b,2019-06-02T03:19:41,2019-06-01T11:53:33,83b4cdf8e76fb659ad386907ae7b4142
2019-05-04T17:34:20,2019-05-03T23:15:41,ST,JX*XUR*K643*29,1653.607,1212.696,88121494,IO*XMT,OE-JGB,06002330-39ca-4e13-ba32-dc17dbd40e64,2019-05-04T17:34:20,2019-05-03T17:48:01,59f93d118311cc2c607316fc6fce5831
2018-09-19T23:59:51,2018-09-19T16:32:23,NC,WS*VOS*C620*01,"2963,66","2899,99",,IO*XMT,LN-XTR,1b384545-b374-40bb-8275-0a1e6d3fe769,2018-09-19T23:59:51,2018-09-18T17:40:34,02a3a4d92df1c232521cecb531eb7654
2018-07-18T10:11:06,2018-07-18T07:36:04,RO,ZE*LYI*S212*48,4006.608,3819.902,00535289,IO*XMT,WD-OBT,d876797d-20a3-4af6-9f3d-b147547cd9f0,2018-07-18T23:13:16,2018-07-17T23:14:47,6a589f1f6cf789f50a5830e9daeb93c6
2019-07-29T17:28:21,2019-07-29T14:07:53,IT,QR*RQF*L636*47,1434.761,1209.235,,IO*XMT,KH-NAJ,d99f29ea-b9ec-46bb-b09d-0cbf75f9fea8,2019-07-29T17:28:21,2019-07-29T14:07:53,5a259a8f74ca5ac4f1865adddd11fdf4
2018-05-31T13:26:11,2018-05-31T02:41:20,SB,KV*XFG*R660*93,"4947,803","4933,326",,IO*XMT,WR-TJC,41a687ed-7b98-4580-817c-678d1cd92797,2018-06-01T10:39:24,2018-05-31T02:41:20,91c49fadc4ceb1555a2c50fb42b830a8
2019-12-30T08:09:09,2019-12-29T11:58:42,NR,VC*ZYV*G954*14,"2047,007","1975,91",01700074,IO*XMT,FG-YQV,e9ebf7ff-9102-4f5b-8dfb-068b7f40a999,2019-12-30T08:09:09,2019-12-29T11:58:42,c5d4503ffa14840aad01f01e4872e9fb
2019-04-27T00:05:28,2019-04-26T13:47:09,PW,BU*GPA*E958*09,"4085,693","3610,302",56245079,IO*XMT,HP-OLH,4960252a-24de-417a-8f8c-3cbd0c76e39d,2019-04-27T08:09:14,2019-04-26T13:47:09,6e1dfa764d19932544453e15627972bf
2020-01-14T09:23:20,2020-01-13T15:17:47,IR,GY*DQU*X700*65,"4130,147","3894,171",,IO*XMT,PA-IBC,63763216-aaa8-464b-b44e-4c7231bf00bf,2020-01-14T09:33:01,2020-01-13T15:17:47,672e3de11a14ac217e6c4f3cedd1b03a
2018-04-12T05:50:58,2018-04-11T06:46:59,MT,LL*IZG*N388*42,"3257,875","2915,449",,IO*XMT,HQ-JHB,aa673de0-68e2-498a-b351-b7bc48d1ab1c,2018-04-12T05:50:58,2018-04-11T06:46:59,c844c0496a0ce4bd634c2b6c3cfd7997
2019-03-26T08:04:33,2019-03-25T13:36:54,PR,SC*UWJ*T801*09,2039.122,1586.71,00510326,IO*XMT,CP-NBF,688238c8-c42e-48a1-8e5c-9dac707382ea,2019-03-26T16:44:11,2019-03-25T13:36:54,aad9aa3e5b063d342fb6654a1098e265
2018-09-25T01:59:57,2018-09-25T01:13:21,AW,FA*WDF*E771*24,1210.155,833.75,81139972,IO*XMT,TR-QXN,ad1afecd-a5bc-4ca9-9462-ab7cdae178cf,2018-09-25T01:59:57,2018-09-25T01:13:21,78f3f3a33f8ff3cd1919535a0eb18e2c
2018-07-26T23:56:49,2018-07-26T22:40:12,LA,CL*RIT*O874*81,2362.288,1958.567,13187571,IO*XMT,RL-NVM,e80e88e9-4837-49fa-9180-eb58fca83c3e,2018-07-27T03:46:00,2018-07-26T22:40:12,430c55759eadc59d72ad85198048ba4a
2019-01-23T18:35:17,2019-01-23T17:16:39,NI,GA*MZF*A997*86,"2686,982","2347,58",,IO*XMT,UK-DNW,d45c82df-98cc-4214-a630-66c4850dfc9e,2019-01-23T18:35:17,2019-01-23T17:16:39,975d18b4c6c1c52c52097f068a7897b2
2019-12-12T02:22:23,2019-12-11T15:06:35,EE,KJ*YEF*L655*58,520.137,179.18,05501575,IO*XMT,SZ-TWJ,eb121674-0eb6-442a-9fb6-fdaafcabe53e,2019-12-12T03:29:27,2019-12-11T06:29:51,f63b140a932389cf850d2639249d0d2a
2018-10-01T13:34:12,2018-10-01T02:43:26,AS,TE*FNT*G723*72,4416.688,3926.497,,IO*XMT,FH-CGF,bd1c776a-5461-4696-a5ba-32e4d4de7154,2018-10-01T13:34:12,2018-09-30T08:30:25,eb294fc0996e3cb083a5ddec23a42036
2020-09-11T17:44:23,2020-09-11T11:09:18,SH,WX*AAX*I444*59,3173.556,3035.108,34102760,IO*XMT,FG-MCY,2dfe88b4-1de1-4a33-b997-0dd6a799cce5,2020-09-11T17:44:23,2020-09-11T02:44:34,433ec2900bff493f76eba7e48e8c1e6e
2020-09-17T08:33:18,2020-09-16T23:15:35,NG,MX*HPM*O029*73,2155.535,2090.112,04097355,IO*XMT,WX-EVF,c30899c5-11b3-4709-9334-7159419b646a,2020-09-17T09:57:00,2020-09-16T23:15:35,12cec7ba0fd30ec64eecbcf2994fb3cf
2020-02-27T17:55:47,2020-02-27T00:15:03,SL,PE*YZN*I906*44,1827.426,1468.903,,IO*XMT,HW-XUL,0f7be199-8fa1-4ddc-9203-64f815ccdfb0,2020-02-27T18:50:59,2020-02-26T07:12:05,4ebf77c4bc7029fc8ee18c49a39b595d
2020-12-11T04:16:40,2020-12-11T03:57:47,PN,JC*XWV*F655*74,4076.286,3794.129,,IO*XMT,EC-XDU,6eb1b147-4c31-4606-808a-8b50a222169b,2020-12-11T04:16:40,2020-12-10T21:30:49,98a94ea878cfd5538d7f4e18cfc36fbe
2019-10-17T12:52:10,2019-10-16T21:07:17,GM,QF*INX*C191*01,1401.918,987.58,83714905,IO*XMT,VP-LME,98524c70-23ae-400e-9d67-9cf64fb2a8b1,2019-10-17T12:52:10,2019-10-16T21:07:17,4c509a0ee75e6c9471df6c25606af453
2018-04-18T04:33:43,2018-04-17T21:49:01,RO,GZ*UXV*G047*82,3476.744,3349.304,,IO*XMT,PH-MYL,505220a1-6e93-4453-a24c-cd3f290f9dfb,2018-04-18T06:10:30,2018-04-17T01:45:09,62402ebf46ce48041c2fb07af4557cdb
2020-09-24T19:59:18,2020-09-24T04:56:59,BY,HG*WGX*U789*52,"2071,344","1678,182",,IO*XMT,TG-QOY,82b53a1f-c5c4-45b4-94ea-adccfa9e4bcf,2020-09-24T19:59:18,2020-09-24T04:56:59,592a174aade24e1d31b3a7dfc573091d
2020-11-21T18:13:47,2020-11-21T17:07:03,TR,QG*NRT*W211*07,4477.558,4313.882,30724153,IO*XMT,KI-ZWV,c70bf9e1-29da-461f-aadb-6af07e7c3bec,2020-11-21T18:13:47,2020-11-20T23:56:50,fa0319d62be9afc7f9d414fdfa2fa605
2020-08-01T19:28:13,2020-08-01T18:49:44,IL,DJ*HUT*N350*49,4964.146,4595.472,,IO*XMT,VZ-IKA,d51a0ef5-4025-4598-b4a6-2ba303188a3c,2020-08-01T19:28:13,2020-08-01T11:45:37,2deaa310f08585f7a46340932d9d73d6
2020-06-27T21:37:29,2020-06-27T00:22:49,GG,IZ*MAS*E012*79,4784.235,4344.905,43834342,IO*XMT,VY-MTU,7aa8e070-7ac4-44ce-b427-00c475ab6a9c,2020-06-27T21:37:29,2020-06-27T00:22:49,044063b35131a5068b6972f80fdd81fb
2019-09-04T07:10:42,2019-09-03T07:20:25,SV,BU*DIV*J875*35,"1703,086","1498,791",00450246,IO*XMT,HN-HDM,100ecc85-3b1b-4862-bc77-6168434564f1,2019-09-04T07:10:42,2019-09-02T16:42:11,9c5d4da1f361f3485f27afe350c496e8
2018-12-18T15:03:07,2018-12-18T14:14:38,GU,TA*SQF*N982*96,"3875,13","3484,963",,IO*XMT,MF-DED,2f30d087-c67f-4843-a52f-0267e4aabc74,2018-12-19T13:52:52,2018-12-18T14:14:38,afac7e01cddab1fc765dfd2af6a403f4
2020-04-14T06:15:08,2020-04-14T03:48:33,NG,QZ*PYM*Q510*60,"4634,357","4511,46",,IO*XMT,AR-FTC,998730c6-3131-4c4d-863a-e21bf9094209,2020-04-14T06:15:08,2020-04-14T03:48:33,ccd0704c918efd02f3ca92f87855fcec
2019-06-30T11:54:11,2019-06-29T16:36:03,AQ,KT*GUL*U682*41,"4333,222","4185,812",27207391,IO*XMT,TO-LJL,ff640380-a941-4139-a4a1-52d1884e6b61,2019-06-30T11:54:11,2019-06-29T16:36:03,ad0e8fb50929a5b70482f44e84e5d0fc
2020-05-01T05:09:14,2020-05-01T00:44:13,GT,PG*HDE*U159*14,"2093,923","2074,179",39677805,IO*XMT,JC-ERZ,0f292e04-42c7-4284-a957-df9e72a4c115,2020-05-01T20:19:53,2020-05-01T00:44:13,188167f39788ecf8eb7430c3f7b2e09f
2020-01-29T02:56:27,2020-01-28T23:09:38,NP,TO*YUA*E957*69,4127.776,3735.73,,IO*XMT,NQ-FYH,0bbf0f82-b773-4342-9d7d-fe4500c113bc,2020-01-29T02:56:27,2020-01-28T23:09:38,5e7fa30c99e14f512ce80bcbde5293f4
2019-11-22T15:47:58,2019-11-22T08:42:07,AX,XG*TMD*W776*85,"3144,047","2705,67",,IO*XMT,OY-ZDC,356bdae1-2de6-4bb9-89cd-fbaa81c3afe7,2019-11-22T15:47:58,2019-11-21T11:34:29,f3dc9cd109c6a8d4d02b62be297f291c
